gestion_id,folio,cliente_id,ejecutivo,fecha,tipo,resultado,observacion
595,10148,C012,Carlos Rojas,2024-09-04,Llamada,Promesa de pago,Cliente informó quiebra inminente
596,10148,C012,Carlos Rojas,2025-01-04,Email,Número equivocado,No se pudo contactar
597,10149,C013,Valentina Soto,2024-12-01,Visita,Número equivocado,Cliente informó quiebra inminente
598,10149,C013,Valentina Soto,2024-11-27,WhatsApp,Número equivocado,Promete pago al 15 del mes
599,10150,C011,María González,2024-08-23,WhatsApp,Acuerdo firmado,Cliente indica que pagará fin de mes
600,10150,C011,María González,2024-01-23,Carta,Sin respuesta,Solicita plazo adicional de 30 días
601,10150,C011,María González,2024-01-15,Email,No contesta,Cliente indica que pagará fin de mes
602,10151,C003,Andrés Torres,2024-06-16,Carta,Número equivocado,
603,10151,C003,Andrés Torres,2024-06-06,Email,Contactado,Solicita plazo adicional de 30 días
604,10151,C003,Andrés Torres,2024-04-23,Llamada,Sin respuesta,Acuerdo de cuotas establecido
605,10151,C003,Andrés Torres,2024-01-17,Visita,Acuerdo firmado,
606,10151,C003,Andrés Torres,2024-10-15,Llamada,Sin respuesta,
607,10151,C003,Andrés Torres,2024-05-11,Email,Sin respuesta,
608,10151,C003,Andrés Torres,2024-08-30,Visita,Acuerdo firmado,No se pudo contactar
609,10152,C012,Andrés Torres,2024-08-21,WhatsApp,Promesa de pago,"Disputa factura, enviada a revisión"
610,10153,C002,Paola Muñoz,2024-11-21,Email,Contactado,Cliente informó quiebra inminente
611,10154,C005,Valentina Soto,2023-07-25,Llamada,Número equivocado,Acuerdo de cuotas establecido
612,10155,C001,Carlos Rojas,2025-01-24,Llamada,Contactado,Promete pago al 15 del mes
613,10155,C001,Carlos Rojas,2025-01-30,Email,Número equivocado,Acuerdo de cuotas establecido
614,10155,C001,Carlos Rojas,2025-02-27,WhatsApp,Sin respuesta,Solicita plazo adicional de 30 días
615,10155,C001,Carlos Rojas,2025-02-17,WhatsApp,Promesa de pago,Cliente indica que pagará fin de mes
616,10155,C001,Carlos Rojas,2025-01-24,Carta,Promesa de pago,Cliente informó quiebra inminente
617,10155,C001,Carlos Rojas,2025-02-12,Llamada,Acuerdo firmado,No se pudo contactar
618,10158,C007,Carlos Rojas,2024-10-05,Email,Contactado,Acuerdo de cuotas establecido
619,10158,C007,Carlos Rojas,2024-07-24,WhatsApp,Acuerdo firmado,"Disputa factura, enviada a revisión"
620,10158,C007,Carlos Rojas,2025-01-28,Email,Sin respuesta,Cliente indica que pagará fin de mes
621,10158,C007,Carlos Rojas,2024-04-02,WhatsApp,Número equivocado,No se pudo contactar
622,10158,C007,Carlos Rojas,2024-10-11,WhatsApp,Número equivocado,Acuerdo de cuotas establecido
623,10161,C006,Andrés Torres,2024-09-22,Carta,Promesa de pago,Cliente informó quiebra inminente
624,10161,C006,Andrés Torres,2024-01-21,WhatsApp,Sin respuesta,
625,10161,C006,Andrés Torres,2024-08-08,Visita,Acuerdo firmado,Solicita plazo adicional de 30 días
626,10161,C006,Andrés Torres,2025-02-10,WhatsApp,No contesta,Acuerdo de cuotas establecido
627,10161,C006,Andrés Torres,2024-02-23,Llamada,Contactado,Cliente indica que pagará fin de mes
628,10161,C006,Andrés Torres,2024-07-11,Llamada,Número equivocado,"Disputa factura, enviada a revisión"
629,10161,C006,Andrés Torres,2024-12-29,WhatsApp,Acuerdo firmado,Promete pago al 15 del mes
630,10162,C014,Carlos Rojas,2024-03-09,Carta,Sin respuesta,"Disputa factura, enviada a revisión"
631,10163,C006,María González,2025-02-07,Email,Número equivocado,Acuerdo de cuotas establecido
632,10164,C005,Andrés Torres,2024-09-17,Carta,Promesa de pago,Cliente informó quiebra inminente
633,10164,C005,Andrés Torres,2024-09-01,Llamada,Número equivocado,Cliente informó quiebra inminente
634,10164,C005,Andrés Torres,2024-11-26,Visita,Número equivocado,Cliente indica que pagará fin de mes
635,10164,C005,Andrés Torres,2024-10-14,Email,Promesa de pago,Cliente informó quiebra inminente
636,10164,C005,Andrés Torres,2025-02-19,Visita,Acuerdo firmado,Cliente indica que pagará fin de mes
637,10165,C002,Paola Muñoz,2024-07-22,Email,Número equivocado,
638,10165,C002,Paola Muñoz,2024-09-16,Carta,Acuerdo firmado,Promete pago al 15 del mes
639,10165,C002,Paola Muñoz,2023-05-13,WhatsApp,Promesa de pago,Cliente informó quiebra inminente
640,10166,C001,María González,2024-12-10,WhatsApp,Número equivocado,Cliente informó quiebra inminente
641,10167,C002,Paola Muñoz,2024-12-18,Email,Promesa de pago,Cliente indica que pagará fin de mes
642,10167,C002,Paola Muñoz,2025-01-22,Visita,Número equivocado,Solicita plazo adicional de 30 días
643,10167,C002,Paola Muñoz,2025-02-21,WhatsApp,Acuerdo firmado,Solicita plazo adicional de 30 días
644,10167,C002,Paola Muñoz,2025-02-24,Llamada,Promesa de pago,Cliente informó quiebra inminente
645,10167,C002,Paola Muñoz,2024-12-14,Carta,Acuerdo firmado,No se pudo contactar
646,10167,C002,Paola Muñoz,2025-02-11,Email,Promesa de pago,
647,10168,C012,Andrés Torres,2024-04-25,WhatsApp,Promesa de pago,Solicita plazo adicional de 30 días
648,10168,C012,Andrés Torres,2024-03-03,Carta,Contactado,"Disputa factura, enviada a revisión"
649,10168,C012,Andrés Torres,2024-02-22,Visita,Sin respuesta,Cliente indica que pagará fin de mes
650,10168,C012,Andrés Torres,2025-02-18,Visita,Sin respuesta,Solicita plazo adicional de 30 días
651,10168,C012,Andrés Torres,2024-04-12,Carta,Acuerdo firmado,Acuerdo de cuotas establecido
652,10169,C008,Valentina Soto,2024-10-08,Llamada,Sin respuesta,Solicita plazo adicional de 30 días
653,10169,C008,Valentina Soto,2024-10-24,Llamada,Acuerdo firmado,Promete pago al 15 del mes
654,10169,C008,Valentina Soto,2025-01-13,Llamada,Contactado,Acuerdo de cuotas establecido
655,10169,C008,Valentina Soto,2024-09-13,WhatsApp,Contactado,Cliente informó quiebra inminente
656,10169,C008,Valentina Soto,2024-12-30,Llamada,Contactado,Acuerdo de cuotas establecido
657,10169,C008,Valentina Soto,2024-09-07,WhatsApp,Promesa de pago,"Disputa factura, enviada a revisión"
658,10170,C012,Andrés Torres,2024-01-11,Email,Promesa de pago,Acuerdo de cuotas establecido
659,10170,C012,Andrés Torres,2024-12-16,Carta,Acuerdo firmado,No se pudo contactar
660,10170,C012,Andrés Torres,2024-03-25,Email,No contesta,Acuerdo de cuotas establecido
661,10170,C012,Andrés Torres,2023-10-15,Llamada,Sin respuesta,No se pudo contactar
662,10170,C012,Andrés Torres,2024-01-17,WhatsApp,Promesa de pago,Cliente informó quiebra inminente
663,10170,C012,Andrés Torres,2024-03-23,Email,Número equivocado,Acuerdo de cuotas establecido
664,10171,C015,Paola Muñoz,2024-09-15,Llamada,Promesa de pago,Cliente informó quiebra inminente
665,10171,C015,Paola Muñoz,2024-12-19,Visita,Contactado,Solicita plazo adicional de 30 días
666,10171,C015,Paola Muñoz,2024-08-10,Visita,Número equivocado,Cliente indica que pagará fin de mes
667,10171,C015,Paola Muñoz,2024-08-30,Visita,Contactado,No se pudo contactar
668,10172,C014,Andrés Torres,2025-01-12,Email,Número equivocado,
669,10172,C014,Andrés Torres,2025-02-09,Carta,Promesa de pago,Cliente informó quiebra inminente
670,10172,C014,Andrés Torres,2024-12-18,WhatsApp,Contactado,
671,10172,C014,Andrés Torres,2025-02-03,Email,Contactado,
672,10172,C014,Andrés Torres,2024-12-05,Visita,Promesa de pago,
673,10172,C014,Andrés Torres,2025-01-22,Email,No contesta,Solicita plazo adicional de 30 días
674,10172,C014,Andrés Torres,2025-02-09,Carta,Promesa de pago,Promete pago al 15 del mes
675,10173,C008,Valentina Soto,2025-02-11,Carta,Promesa de pago,
676,10173,C008,Valentina Soto,2024-10-25,Llamada,Contactado,
677,10173,C008,Valentina Soto,2024-04-16,Carta,Acuerdo firmado,
678,10174,C008,Carlos Rojas,2024-06-03,Carta,Sin respuesta,Solicita plazo adicional de 30 días
679,10174,C008,Carlos Rojas,2024-09-27,Llamada,Acuerdo firmado,No se pudo contactar
680,10174,C008,Carlos Rojas,2024-06-25,WhatsApp,Número equivocado,No se pudo contactar
681,10175,C007,Andrés Torres,2024-08-25,Visita,Acuerdo firmado,Promete pago al 15 del mes
682,10175,C007,Andrés Torres,2024-03-28,WhatsApp,No contesta,Solicita plazo adicional de 30 días
683,10175,C007,Andrés Torres,2024-07-30,Visita,Contactado,Cliente informó quiebra inminente
684,10175,C007,Andrés Torres,2024-03-12,WhatsApp,Acuerdo firmado,Promete pago al 15 del mes
685,10175,C007,Andrés Torres,2024-09-12,Carta,Sin respuesta,"Disputa factura, enviada a revisión"
686,10176,C007,María González,2025-01-04,WhatsApp,Acuerdo firmado,No se pudo contactar
687,10176,C007,María González,2025-02-23,Carta,Sin respuesta,No se pudo contactar
688,10176,C007,María González,2025-02-20,Email,Promesa de pago,Promete pago al 15 del mes
689,10177,C009,Andrés Torres,2025-01-11,Llamada,Número equivocado,Promete pago al 15 del mes
690,10177,C009,Andrés Torres,2024-12-07,Visita,Número equivocado,Cliente indica que pagará fin de mes
691,10178,C009,Andrés Torres,2024-09-01,Email,Sin respuesta,Cliente indica que pagará fin de mes
692,10178,C009,Andrés Torres,2024-07-27,Email,Acuerdo firmado,Acuerdo de cuotas establecido
693,10179,C002,Andrés Torres,2024-11-29,WhatsApp,Acuerdo firmado,"Disputa factura, enviada a revisión"
694,10179,C002,Andrés Torres,2024-08-16,Carta,Promesa de pago,Acuerdo de cuotas establecido
695,10179,C002,Andrés Torres,2025-02-15,Visita,Número equivocado,Cliente informó quiebra inminente
696,10179,C002,Andrés Torres,2024-07-17,WhatsApp,Contactado,Promete pago al 15 del mes
697,10179,C002,Andrés Torres,2025-01-27,Email,Promesa de pago,Cliente indica que pagará fin de mes
698,10179,C002,Andrés Torres,2024-09-27,WhatsApp,Contactado,Cliente indica que pagará fin de mes
699,10179,C002,Andrés Torres,2024-12-22,WhatsApp,Promesa de pago,No se pudo contactar
700,10180,C014,Andrés Torres,2024-03-18,Email,Acuerdo firmado,Promete pago al 15 del mes
701,10180,C014,Andrés Torres,2025-01-17,Carta,Número equivocado,Promete pago al 15 del mes
702,10180,C014,Andrés Torres,2024-09-26,Visita,Acuerdo firmado,"Disputa factura, enviada a revisión"
703,10180,C014,Andrés Torres,2025-02-05,Email,Acuerdo firmado,Solicita plazo adicional de 30 días
704,10180,C014,Andrés Torres,2024-06-07,WhatsApp,Acuerdo firmado,Cliente informó quiebra inminente
705,10181,C001,Paola Muñoz,2024-12-03,Carta,Número equivocado,Solicita plazo adicional de 30 días
706,10181,C001,Paola Muñoz,2024-11-28,Llamada,Contactado,Cliente indica que pagará fin de mes
707,10181,C001,Paola Muñoz,2024-11-30,Visita,Número equivocado,Promete pago al 15 del mes
708,10181,C001,Paola Muñoz,2024-11-28,Llamada,No contesta,Promete pago al 15 del mes
709,10181,C001,Paola Muñoz,2025-02-18,WhatsApp,Acuerdo firmado,Solicita plazo adicional de 30 días
710,10181,C001,Paola Muñoz,2025-02-18,WhatsApp,Acuerdo firmado,
711,10181,C001,Paola Muñoz,2025-01-31,Carta,No contesta,Solicita plazo adicional de 30 días
712,10182,C012,María González,2023-07-10,WhatsApp,Acuerdo firmado,"Disputa factura, enviada a revisión"
713,10182,C012,María González,2024-11-27,Carta,Acuerdo firmado,Cliente informó quiebra inminente
714,10182,C012,María González,2023-08-06,Llamada,Sin respuesta,
715,10182,C012,María González,2024-07-14,Llamada,Sin respuesta,
716,10182,C012,María González,2023-09-22,Email,Número equivocado,Acuerdo de cuotas establecido
717,10182,C012,María González,2024-10-21,WhatsApp,Contactado,No se pudo contactar
718,10182,C012,María González,2024-03-10,Visita,Número equivocado,No se pudo contactar
719,10183,C003,María González,2025-03-01,Llamada,Promesa de pago,Cliente indica que pagará fin de mes
720,10183,C003,María González,2025-02-25,Visita,Sin respuesta,
721,10183,C003,María González,2025-02-28,Carta,Acuerdo firmado,Cliente informó quiebra inminente
722,10183,C003,María González,2025-02-19,Carta,No contesta,Cliente indica que pagará fin de mes
723,10183,C003,María González,2025-03-01,Carta,Número equivocado,Acuerdo de cuotas establecido
724,10184,C013,Andrés Torres,2025-02-01,Visita,Sin respuesta,Solicita plazo adicional de 30 días
725,10185,C004,Carlos Rojas,2024-12-09,WhatsApp,Contactado,Acuerdo de cuotas establecido
726,10186,C003,Carlos Rojas,2023-09-13,Email,Sin respuesta,No se pudo contactar
727,10186,C003,Carlos Rojas,2024-03-31,Carta,No contesta,Acuerdo de cuotas establecido
728,10186,C003,Carlos Rojas,2024-03-28,Carta,Contactado,No se pudo contactar
729,10186,C003,Carlos Rojas,2025-02-28,Email,Sin respuesta,Solicita plazo adicional de 30 días
730,10186,C003,Carlos Rojas,2024-09-20,Carta,No contesta,Acuerdo de cuotas establecido
731,10186,C003,Carlos Rojas,2024-02-17,Visita,No contesta,Cliente indica que pagará fin de mes
732,10186,C003,Carlos Rojas,2024-06-06,Llamada,No contesta,Solicita plazo adicional de 30 días
733,10186,C003,Carlos Rojas,2024-11-09,Visita,Acuerdo firmado,"Disputa factura, enviada a revisión"
734,10187,C015,Paola Muñoz,2024-11-16,Email,Sin respuesta,Cliente informó quiebra inminente
735,10187,C015,Paola Muñoz,2024-10-18,Carta,Contactado,Cliente indica que pagará fin de mes
736,10187,C015,Paola Muñoz,2024-11-16,Visita,Acuerdo firmado,
737,10187,C015,Paola Muñoz,2024-12-21,Visita,Número equivocado,"Disputa factura, enviada a revisión"
738,10187,C015,Paola Muñoz,2025-01-10,Visita,Acuerdo firmado,Acuerdo de cuotas establecido
739,10187,C015,Paola Muñoz,2024-11-11,WhatsApp,Acuerdo firmado,Cliente indica que pagará fin de mes
740,10187,C015,Paola Muñoz,2024-12-17,Visita,Acuerdo firmado,Cliente informó quiebra inminente
741,10187,C015,Paola Muñoz,2025-02-17,Llamada,Contactado,Cliente informó quiebra inminente
742,10189,C011,Paola Muñoz,2025-01-31,Carta,Promesa de pago,Acuerdo de cuotas establecido
743,10189,C011,Paola Muñoz,2024-11-04,Llamada,Promesa de pago,Promete pago al 15 del mes
744,10189,C011,Paola Muñoz,2024-12-24,Email,Número equivocado,"Disputa factura, enviada a revisión"
745,10189,C011,Paola Muñoz,2025-01-08,Carta,Número equivocado,Solicita plazo adicional de 30 días
746,10189,C011,Paola Muñoz,2024-11-16,WhatsApp,Contactado,Cliente indica que pagará fin de mes
747,10189,C011,Paola Muñoz,2024-09-14,Llamada,Acuerdo firmado,No se pudo contactar
748,10189,C011,Paola Muñoz,2025-01-09,Llamada,Número equivocado,
749,10190,C005,Andrés Torres,2025-01-29,Carta,Promesa de pago,"Disputa factura, enviada a revisión"
750,10190,C005,Andrés Torres,2025-01-17,Llamada,Sin respuesta,No se pudo contactar
751,10190,C005,Andrés Torres,2025-01-18,WhatsApp,Número equivocado,"Disputa factura, enviada a revisión"
752,10190,C005,Andrés Torres,2025-02-22,Llamada,Número equivocado,No se pudo contactar
753,10190,C005,Andrés Torres,2025-01-20,WhatsApp,No contesta,Promete pago al 15 del mes
754,10190,C005,Andrés Torres,2025-02-26,WhatsApp,No contesta,No se pudo contactar
755,10191,C004,Andrés Torres,2024-09-05,Carta,Acuerdo firmado,No se pudo contactar
756,10191,C004,Andrés Torres,2024-12-17,Carta,Acuerdo firmado,Cliente informó quiebra inminente
757,10191,C004,Andrés Torres,2024-09-07,Email,Contactado,Acuerdo de cuotas establecido
758,10192,C006,Paola Muñoz,2025-01-16,Visita,Promesa de pago,Cliente indica que pagará fin de mes
759,10195,C010,Valentina Soto,2024-06-25,Email,Acuerdo firmado,No se pudo contactar
760,10195,C010,Valentina Soto,2024-10-19,Email,Sin respuesta,Promete pago al 15 del mes
761,10195,C010,Valentina Soto,2024-05-12,Visita,Contactado,Solicita plazo adicional de 30 días
762,10195,C010,Valentina Soto,2024-11-13,Visita,No contesta,No se pudo contactar
763,10195,C010,Valentina Soto,2024-09-24,Carta,Contactado,Cliente indica que pagará fin de mes
764,10197,C005,Carlos Rojas,2024-06-02,WhatsApp,Número equivocado,Acuerdo de cuotas establecido
765,10197,C005,Carlos Rojas,2024-12-11,Llamada,Acuerdo firmado,Solicita plazo adicional de 30 días
766,10198,C015,Carlos Rojas,2024-01-18,Visita,Promesa de pago,Solicita plazo adicional de 30 días
767,10199,C003,Paola Muñoz,2024-12-14,WhatsApp,Contactado,
768,10199,C003,Paola Muñoz,2025-01-05,Visita,Acuerdo firmado,No se pudo contactar
769,10199,C003,Paola Muñoz,2025-01-21,Email,Contactado,Promete pago al 15 del mes
770,10199,C003,Paola Muñoz,2025-02-28,Visita,Contactado,Cliente informó quiebra inminente
771,10199,C003,Paola Muñoz,2024-11-29,Carta,Acuerdo firmado,Cliente indica que pagará fin de mes
772,10199,C003,Paola Muñoz,2025-02-13,Llamada,Promesa de pago,Cliente informó quiebra inminente
773,10200,C005,Paola Muñoz,2025-02-08,Visita,Promesa de pago,"Disputa factura, enviada a revisión"
774,10200,C005,Paola Muñoz,2024-08-22,WhatsApp,Contactado,Promete pago al 15 del mes
775,10201,C008,Carlos Rojas,2024-03-05,Visita,Contactado,Cliente informó quiebra inminente
776,10201,C008,Carlos Rojas,2024-09-13,Llamada,Número equivocado,
777,10201,C008,Carlos Rojas,2023-11-14,Email,Contactado,"Disputa factura, enviada a revisión"
778,10201,C008,Carlos Rojas,2023-05-29,WhatsApp,No contesta,
779,10202,C014,Andrés Torres,2024-10-09,WhatsApp,Número equivocado,Acuerdo de cuotas establecido
780,10202,C014,Andrés Torres,2025-01-28,WhatsApp,Acuerdo firmado,Cliente indica que pagará fin de mes
781,10202,C014,Andrés Torres,2024-10-02,Carta,Contactado,Cliente informó quiebra inminente
782,10202,C014,Andrés Torres,2024-10-03,Visita,Contactado,"Disputa factura, enviada a revisión"
783,10202,C014,Andrés Torres,2025-02-03,Visita,Número equivocado,Solicita plazo adicional de 30 días
784,10202,C014,Andrés Torres,2025-02-18,Email,Contactado,Cliente indica que pagará fin de mes
785,10202,C014,Andrés Torres,2024-10-29,Visita,Número equivocado,Cliente indica que pagará fin de mes
786,10203,C005,Paola Muñoz,2025-01-08,Llamada,No contesta,Solicita plazo adicional de 30 días
787,10203,C005,Paola Muñoz,2024-08-06,Email,Número equivocado,Cliente indica que pagará fin de mes
788,10203,C005,Paola Muñoz,2024-10-20,Llamada,Acuerdo firmado,Solicita plazo adicional de 30 días
789,10203,C005,Paola Muñoz,2025-01-01,Llamada,Contactado,No se pudo contactar
790,10203,C005,Paola Muñoz,2024-12-08,WhatsApp,Sin respuesta,"Disputa factura, enviada a revisión"
791,10203,C005,Paola Muñoz,2024-08-19,Email,Acuerdo firmado,Cliente informó quiebra inminente
792,10203,C005,Paola Muñoz,2025-02-26,Visita,Promesa de pago,No se pudo contactar
793,10203,C005,Paola Muñoz,2025-01-25,WhatsApp,Sin respuesta,Solicita plazo adicional de 30 días
794,10204,C007,Carlos Rojas,2025-01-11,Llamada,Sin respuesta,Solicita plazo adicional de 30 días
795,10204,C007,Carlos Rojas,2025-01-26,Llamada,Contactado,Acuerdo de cuotas establecido
796,10204,C007,Carlos Rojas,2025-01-02,Visita,No contesta,Cliente informó quiebra inminente
797,10204,C007,Carlos Rojas,2025-02-23,Email,Acuerdo firmado,"Disputa factura, enviada a revisión"
798,10204,C007,Carlos Rojas,2025-02-27,Llamada,No contesta,No se pudo contactar
799,10204,C007,Carlos Rojas,2025-02-01,Email,Contactado,
800,10205,C001,Carlos Rojas,2024-11-26,Llamada,No contesta,No se pudo contactar
801,10205,C001,Carlos Rojas,2025-02-24,WhatsApp,Promesa de pago,Promete pago al 15 del mes
802,10206,C011,María González,2024-12-14,Email,No contesta,Solicita plazo adicional de 30 días
803,10206,C011,María González,2024-11-30,Carta,Sin respuesta,
804,10206,C011,María González,2024-10-03,Email,No contesta,Cliente indica que pagará fin de mes
805,10206,C011,María González,2024-11-19,Email,Número equivocado,
806,10206,C011,María González,2024-11-23,Llamada,Número equivocado,Acuerdo de cuotas establecido
807,10206,C011,María González,2024-09-17,Visita,Contactado,"Disputa factura, enviada a revisión"
808,10206,C011,María González,2024-08-08,Llamada,Sin respuesta,No se pudo contactar
809,10206,C011,María González,2024-11-25,Carta,Sin respuesta,"Disputa factura, enviada a revisión"
810,10207,C001,María González,2025-01-10,Email,Promesa de pago,Cliente indica que pagará fin de mes
811,10207,C001,María González,2023-10-25,Llamada,No contesta,
812,10207,C001,María González,2024-08-31,Email,No contesta,Cliente indica que pagará fin de mes
813,10207,C001,María González,2023-06-04,Carta,Promesa de pago,"Disputa factura, enviada a revisión"
814,10207,C001,María González,2024-06-28,Carta,Promesa de pago,
815,10207,C001,María González,2023-05-24,Llamada,Número equivocado,Cliente indica que pagará fin de mes
816,10207,C001,María González,2024-10-11,Email,No contesta,Cliente indica que pagará fin de mes
817,10207,C001,María González,2024-08-18,WhatsApp,Contactado,No se pudo contactar
818,10208,C004,Paola Muñoz,2025-02-19,Visita,Sin respuesta,Cliente informó quiebra inminente
819,10208,C004,Paola Muñoz,2024-12-04,Email,Número equivocado,Cliente informó quiebra inminente
820,10208,C004,Paola Muñoz,2024-10-16,Llamada,Promesa de pago,"Disputa factura, enviada a revisión"
821,10208,C004,Paola Muñoz,2024-09-13,Email,Número equivocado,Promete pago al 15 del mes
822,10209,C007,María González,2025-01-13,Email,Contactado,
823,10209,C007,María González,2025-02-10,Llamada,Acuerdo firmado,Solicita plazo adicional de 30 días
824,10209,C007,María González,2024-12-03,WhatsApp,Acuerdo firmado,Solicita plazo adicional de 30 días
825,10209,C007,María González,2025-01-16,Carta,No contesta,
826,10210,C010,Paola Muñoz,2024-10-23,Carta,No contesta,Cliente informó quiebra inminente
827,10210,C010,Paola Muñoz,2024-06-27,Llamada,Número equivocado,Cliente indica que pagará fin de mes
828,10210,C010,Paola Muñoz,2024-09-13,Email,Contactado,
829,10210,C010,Paola Muñoz,2024-12-13,Visita,No contesta,Cliente informó quiebra inminente
830,10211,C008,María González,2024-10-14,WhatsApp,No contesta,Solicita plazo adicional de 30 días
831,10211,C008,María González,2025-02-23,Email,Contactado,Promete pago al 15 del mes
832,10211,C008,María González,2025-02-07,Visita,No contesta,
833,10211,C008,María González,2025-01-07,Carta,Contactado,Promete pago al 15 del mes
834,10212,C009,Paola Muñoz,2025-01-22,Carta,Acuerdo firmado,"Disputa factura, enviada a revisión"
835,10212,C009,Paola Muñoz,2025-01-10,WhatsApp,Contactado,Promete pago al 15 del mes
836,10212,C009,Paola Muñoz,2024-12-27,Llamada,Acuerdo firmado,Cliente indica que pagará fin de mes
837,10212,C009,Paola Muñoz,2025-02-14,WhatsApp,Acuerdo firmado,
838,10213,C002,Valentina Soto,2024-12-28,Visita,No contesta,No se pudo contactar
839,10213,C002,Valentina Soto,2025-02-20,Llamada,Número equivocado,Promete pago al 15 del mes
840,10214,C001,Valentina Soto,2024-03-30,Carta,Promesa de pago,"Disputa factura, enviada a revisión"
841,10214,C001,Valentina Soto,2024-12-19,Llamada,Contactado,
842,10214,C001,Valentina Soto,2024-12-30,Carta,No contesta,
843,10214,C001,Valentina Soto,2024-11-10,WhatsApp,Contactado,
844,10215,C002,Carlos Rojas,2024-10-10,Visita,No contesta,Cliente informó quiebra inminente
845,10215,C002,Carlos Rojas,2025-02-12,Visita,Número equivocado,Cliente indica que pagará fin de mes
846,10215,C002,Carlos Rojas,2025-02-12,Llamada,Acuerdo firmado,Cliente informó quiebra inminente
847,10215,C002,Carlos Rojas,2025-01-18,Llamada,Promesa de pago,Promete pago al 15 del mes
848,10215,C002,Carlos Rojas,2024-11-13,WhatsApp,Sin respuesta,"Disputa factura, enviada a revisión"
849,10215,C002,Carlos Rojas,2025-02-27,Llamada,Sin respuesta,Cliente informó quiebra inminente
850,10215,C002,Carlos Rojas,2024-09-19,WhatsApp,Número equivocado,Cliente informó quiebra inminente
851,10215,C002,Carlos Rojas,2024-09-18,Llamada,Acuerdo firmado,Cliente informó quiebra inminente
852,10216,C013,Carlos Rojas,2023-08-12,Carta,Promesa de pago,Solicita plazo adicional de 30 días
853,10216,C013,Carlos Rojas,2025-01-24,Llamada,Sin respuesta,"Disputa factura, enviada a revisión"
854,10216,C013,Carlos Rojas,2023-11-20,Carta,No contesta,No se pudo contactar
855,10216,C013,Carlos Rojas,2024-11-02,WhatsApp,Número equivocado,"Disputa factura, enviada a revisión"
856,10216,C013,Carlos Rojas,2024-02-17,Carta,Promesa de pago,Acuerdo de cuotas establecido
857,10216,C013,Carlos Rojas,2024-11-28,Visita,Promesa de pago,Cliente indica que pagará fin de mes
858,10216,C013,Carlos Rojas,2023-09-04,Carta,Promesa de pago,
859,10216,C013,Carlos Rojas,2024-11-10,WhatsApp,Sin respuesta,No se pudo contactar
860,10217,C009,María González,2024-10-27,WhatsApp,Número equivocado,Acuerdo de cuotas establecido
861,10217,C009,María González,2024-06-17,WhatsApp,Promesa de pago,No se pudo contactar
862,10217,C009,María González,2024-02-03,Visita,Contactado,No se pudo contactar
863,10217,C009,María González,2024-05-17,Email,Promesa de pago,No se pudo contactar
864,10217,C009,María González,2023-12-24,Email,Promesa de pago,No se pudo contactar
865,10217,C009,María González,2024-10-20,Email,Acuerdo firmado,Solicita plazo adicional de 30 días
866,10217,C009,María González,2025-01-19,Email,Sin respuesta,Cliente indica que pagará fin de mes
867,10217,C009,María González,2024-03-28,Visita,Número equivocado,Solicita plazo adicional de 30 días
868,10218,C001,María González,2024-08-12,Visita,Acuerdo firmado,Cliente indica que pagará fin de mes
869,10218,C001,María González,2024-07-15,Email,Contactado,Cliente indica que pagará fin de mes
870,10218,C001,María González,2024-06-14,WhatsApp,Número equivocado,Cliente informó quiebra inminente
871,10218,C001,María González,2024-09-14,WhatsApp,Promesa de pago,Cliente informó quiebra inminente
872,10218,C001,María González,2024-10-22,WhatsApp,Número equivocado,
873,10218,C001,María González,2024-10-08,Carta,Sin respuesta,Solicita plazo adicional de 30 días
874,10218,C001,María González,2024-07-22,Email,Promesa de pago,"Disputa factura, enviada a revisión"
875,10218,C001,María González,2024-10-21,Carta,Promesa de pago,Cliente indica que pagará fin de mes
876,10219,C005,Valentina Soto,2024-04-05,Carta,Acuerdo firmado,Solicita plazo adicional de 30 días
877,10219,C005,Valentina Soto,2025-01-02,Email,Número equivocado,Acuerdo de cuotas establecido
878,10219,C005,Valentina Soto,2023-10-13,Email,Número equivocado,Solicita plazo adicional de 30 días
879,10220,C012,Paola Muñoz,2024-02-04,Llamada,Contactado,Cliente informó quiebra inminente
880,10220,C012,Paola Muñoz,2025-01-14,Email,Acuerdo firmado,Acuerdo de cuotas establecido
881,10220,C012,Paola Muñoz,2024-06-18,Email,No contesta,Cliente indica que pagará fin de mes
882,10221,C010,Valentina Soto,2024-07-08,Email,Promesa de pago,
883,10221,C010,Valentina Soto,2025-01-24,Email,Sin respuesta,Acuerdo de cuotas establecido
884,10221,C010,Valentina Soto,2023-11-23,Llamada,Acuerdo firmado,
885,10221,C010,Valentina Soto,2023-12-17,Visita,Promesa de pago,Solicita plazo adicional de 30 días
886,10221,C010,Valentina Soto,2023-07-26,WhatsApp,Sin respuesta,Cliente informó quiebra inminente
887,10221,C010,Valentina Soto,2024-05-19,Visita,Promesa de pago,Solicita plazo adicional de 30 días
888,10222,C012,María González,2025-01-26,Llamada,Número equivocado,
889,10222,C012,María González,2025-01-07,Email,Número equivocado,No se pudo contactar
890,10222,C012,María González,2025-01-24,Llamada,Acuerdo firmado,"Disputa factura, enviada a revisión"
891,10222,C012,María González,2025-02-02,Carta,Contactado,Cliente informó quiebra inminente
892,10222,C012,María González,2025-01-08,WhatsApp,Número equivocado,"Disputa factura, enviada a revisión"
