folio,cliente_id,cliente_nombre,industria,segmento,ejecutivo,fecha_emision,fecha_vencimiento,dias_mora,tramo_mora,monto_original,monto_pagado,saldo_deudor,estado,region
10154,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Valentina Soto,2023-01-27,2023-02-26,734,>180 días,4362000.0,56000.0,4306000.0,Castigada,Araucanía
10155,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2024-11-19,2025-01-18,42,31-60 días,14603000.0,5204000.0,9399000.0,Acuerdo de Pago,Antofagasta
10156,C009,Minera Altiplano S.A.,Minería,Grande,Carlos Rojas,2024-10-29,2025-01-27,33,31-60 días,18641000.0,0.0,18641000.0,Vencida,Araucanía
10157,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Andrés Torres,2024-10-12,2025-01-10,50,31-60 días,600000.0,0.0,600000.0,Vencida,Biobío
10158,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Carlos Rojas,2023-12-08,2024-02-06,389,>180 días,590000.0,125000.0,465000.0,Acuerdo de Pago,Biobío
10159,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2024-12-11,2025-03-11,0,0-30 días,450000.0,0.0,450000.0,Vigente,Antofagasta
10160,C014,Hotel Costanera SpA,Turismo,Mediana,Andrés Torres,2025-02-17,2025-03-19,0,0-30 días,3889000.0,0.0,3889000.0,Vigente,Metropolitana
10161,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2023-09-16,2023-11-15,472,>180 días,42756000.0,3418000.0,39338000.0,Castigada,Araucanía
10162,C014,Hotel Costanera SpA,Turismo,Mediana,Carlos Rojas,2023-01-02,2023-04-02,699,>180 días,2145000.0,198000.0,1947000.0,Castigada,Araucanía
10163,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2024-09-29,2024-12-28,63,61-90 días,9581000.0,3826000.0,5755000.0,Acuerdo de Pago,Valparaíso
10164,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2024-07-16,2024-08-30,183,>180 días,3931000.0,1155000.0,2776000.0,Acuerdo de Pago,Antofagasta
10165,C002,Supermercados Del Sur S.A.,Retail,Grande,Paola Muñoz,2023-01-30,2023-03-16,716,>180 días,51369000.0,20496000.0,30873000.0,Acuerdo de Pago,Araucanía
10166,C001,Constructora Los Andes Ltda.,Construcción,Grande,María González,2024-07-19,2024-10-17,135,91-180 días,7751000.0,3551000.0,4200000.0,Acuerdo de Pago,Antofagasta
10167,C002,Supermercados Del Sur S.A.,Retail,Grande,Paola Muñoz,2024-10-25,2024-12-09,82,61-90 días,43376000.0,12100000.0,31276000.0,Acuerdo de Pago,Araucanía
10168,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Andrés Torres,2023-10-07,2024-01-05,421,>180 días,881000.0,221000.0,660000.0,Acuerdo de Pago,Valparaíso
10169,C008,Corporación Educacional Norte,Educación,Mediana,Valentina Soto,2024-07-18,2024-09-01,181,>180 días,5509000.0,180000.0,5329000.0,Castigada,Araucanía
10170,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Andrés Torres,2023-05-20,2023-06-19,621,>180 días,1821000.0,124000.0,1697000.0,Castigada,Biobío
10171,C015,Servicios Generales del Sur,Servicios,Pequeña,Paola Muñoz,2024-06-03,2024-08-02,211,>180 días,352000.0,111000.0,241000.0,Acuerdo de Pago,Biobío
10172,C014,Hotel Costanera SpA,Turismo,Mediana,Andrés Torres,2024-08-24,2024-11-22,99,91-180 días,11436000.0,0.0,11436000.0,En Gestión,Araucanía
10173,C008,Corporación Educacional Norte,Educación,Mediana,Valentina Soto,2023-12-20,2024-02-18,377,>180 días,4973000.0,321000.0,4652000.0,Castigada,Antofagasta
10174,C008,Corporación Educacional Norte,Educación,Mediana,Carlos Rojas,2023-11-26,2024-01-10,416,>180 días,5985000.0,2049000.0,3936000.0,Acuerdo de Pago,Araucanía
10175,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Andrés Torres,2023-08-28,2023-11-26,461,>180 días,543000.0,13000.0,530000.0,Castigada,Antofagasta
10176,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,María González,2024-11-10,2024-12-25,66,61-90 días,927000.0,157000.0,770000.0,Acuerdo de Pago,Valparaíso
10177,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2024-08-27,2024-10-26,126,91-180 días,72257000.0,0.0,72257000.0,En Gestión,Metropolitana
10178,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2024-04-12,2024-05-12,293,>180 días,35780000.0,9272000.0,26508000.0,Acuerdo de Pago,Valparaíso
10179,C002,Supermercados Del Sur S.A.,Retail,Grande,Andrés Torres,2024-04-25,2024-06-24,250,>180 días,77710000.0,2004000.0,75706000.0,Castigada,Metropolitana
10180,C014,Hotel Costanera SpA,Turismo,Mediana,Andrés Torres,2023-12-03,2024-03-02,364,>180 días,10361000.0,3344000.0,7017000.0,Acuerdo de Pago,Araucanía
10181,C001,Constructora Los Andes Ltda.,Construcción,Grande,Paola Muñoz,2024-09-24,2024-10-24,128,91-180 días,47871000.0,8369000.0,39502000.0,Acuerdo de Pago,Valparaíso
10182,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,María González,2023-04-03,2023-07-02,608,>180 días,1572000.0,310000.0,1262000.0,Acuerdo de Pago,Antofagasta
10183,C003,Clínica Santa María SpA,Salud,Mediana,María González,2024-12-11,2025-02-09,20,0-30 días,9549000.0,0.0,9549000.0,En Gestión,Biobío
10184,C013,Seguros Continental S.A.,Seguros,Grande,Andrés Torres,2023-02-27,2023-04-28,673,>180 días,48593000.0,2588000.0,46005000.0,Castigada,Valparaíso
10185,C004,Transportes Rápido Ltda.,Logística,Pequeña,Carlos Rojas,2024-06-27,2024-09-25,157,91-180 días,490000.0,3000.0,487000.0,Castigada,Valparaíso
10186,C003,Clínica Santa María SpA,Salud,Mediana,Carlos Rojas,2023-03-22,2023-06-20,620,>180 días,5513000.0,140000.0,5373000.0,Castigada,Antofagasta
10187,C015,Servicios Generales del Sur,Servicios,Pequeña,Paola Muñoz,2024-08-20,2024-10-04,148,91-180 días,1827000.0,527000.0,1300000.0,Acuerdo de Pago,Antofagasta
10188,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2024-11-13,2024-12-13,78,61-90 días,5884000.0,0.0,5884000.0,Vencida,Biobío
10189,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2024-07-13,2024-08-27,186,>180 días,14510000.0,1060000.0,13450000.0,Castigada,Araucanía
10190,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2024-10-16,2025-01-14,46,31-60 días,3537000.0,1402000.0,2135000.0,Acuerdo de Pago,Biobío
10191,C004,Transportes Rápido Ltda.,Logística,Pequeña,Andrés Torres,2024-01-29,2024-04-28,307,>180 días,505000.0,40000.0,465000.0,Castigada,Araucanía
10192,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2024-08-11,2024-10-10,142,91-180 días,20122000.0,0.0,20122000.0,En Gestión,Metropolitana
10193,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2024-11-05,2025-02-03,26,0-30 días,10313000.0,0.0,10313000.0,Vencida,Metropolitana
10194,C015,Servicios Generales del Sur,Servicios,Pequeña,Paola Muñoz,2024-09-12,2024-12-11,80,61-90 días,1238000.0,0.0,1238000.0,Vencida,Valparaíso
10195,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Valentina Soto,2023-12-27,2024-02-10,385,>180 días,1193000.0,55000.0,1138000.0,Castigada,Biobío
10196,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2025-02-12,2025-03-29,0,0-30 días,11467000.0,0.0,11467000.0,Vigente,Metropolitana
10197,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Carlos Rojas,2024-03-27,2024-04-26,309,>180 días,13594000.0,739000.0,12855000.0,Castigada,Metropolitana
10198,C015,Servicios Generales del Sur,Servicios,Pequeña,Carlos Rojas,2023-10-30,2023-12-29,428,>180 días,439000.0,209000.0,230000.0,Acuerdo de Pago,Valparaíso
10199,C003,Clínica Santa María SpA,Salud,Mediana,Paola Muñoz,2024-07-06,2024-09-04,178,91-180 días,5689000.0,452000.0,5237000.0,Castigada,Valparaíso
10200,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Paola Muñoz,2024-05-08,2024-07-07,237,>180 días,8468000.0,3518000.0,4950000.0,Acuerdo de Pago,Metropolitana
10201,C008,Corporación Educacional Norte,Educación,Mediana,Carlos Rojas,2023-03-19,2023-05-03,668,>180 días,5364000.0,2133000.0,3231000.0,Acuerdo de Pago,Antofagasta
10202,C014,Hotel Costanera SpA,Turismo,Mediana,Andrés Torres,2024-07-24,2024-09-22,160,91-180 días,8978000.0,4046000.0,4932000.0,Acuerdo de Pago,Metropolitana
10203,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Paola Muñoz,2024-07-03,2024-08-02,211,>180 días,12498000.0,1058000.0,11440000.0,Castigada,Araucanía
10204,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Carlos Rojas,2024-10-15,2024-12-14,77,61-90 días,2412000.0,0.0,2412000.0,En Gestión,Antofagasta
10205,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2024-09-26,2024-11-25,96,91-180 días,16244000.0,0.0,16244000.0,En Gestión,Metropolitana
10206,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2024-04-20,2024-06-19,255,>180 días,9976000.0,541000.0,9435000.0,Castigada,Valparaíso
10207,C001,Constructora Los Andes Ltda.,Construcción,Grande,María González,2023-02-08,2023-04-09,692,>180 días,23885000.0,11068000.0,12817000.0,Acuerdo de Pago,Metropolitana
10208,C004,Transportes Rápido Ltda.,Logística,Pequeña,Paola Muñoz,2024-07-04,2024-08-18,195,>180 días,1440000.0,136000.0,1304000.0,Castigada,Araucanía
10209,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,María González,2024-08-24,2024-10-08,144,91-180 días,1567000.0,0.0,1567000.0,En Gestión,Antofagasta
10210,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2024-02-22,2024-04-22,313,>180 días,2629000.0,245000.0,2384000.0,Castigada,Valparaíso
10211,C008,Corporación Educacional Norte,Educación,Mediana,María González,2024-03-31,2024-05-15,290,>180 días,10753000.0,4117000.0,6636000.0,Acuerdo de Pago,Biobío
10212,C009,Minera Altiplano S.A.,Minería,Grande,Paola Muñoz,2024-10-22,2024-12-21,70,61-90 días,16440000.0,0.0,16440000.0,En Gestión,Valparaíso
10213,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2024-04-10,2024-05-10,295,>180 días,36810000.0,17309000.0,19501000.0,Acuerdo de Pago,Metropolitana
10214,C001,Constructora Los Andes Ltda.,Construcción,Grande,Valentina Soto,2023-12-08,2024-01-22,404,>180 días,38813000.0,16905000.0,21908000.0,Acuerdo de Pago,Valparaíso
10215,C002,Supermercados Del Sur S.A.,Retail,Grande,Carlos Rojas,2024-07-21,2024-09-04,178,91-180 días,14350000.0,745000.0,13605000.0,Castigada,Biobío
10216,C013,Seguros Continental S.A.,Seguros,Grande,Carlos Rojas,2023-06-01,2023-07-01,609,>180 días,49346000.0,1654000.0,47692000.0,Castigada,Valparaíso
10217,C009,Minera Altiplano S.A.,Minería,Grande,María González,2023-09-14,2023-10-29,489,>180 días,65214000.0,2597000.0,62617000.0,Castigada,Valparaíso
10218,C001,Constructora Los Andes Ltda.,Construcción,Grande,María González,2024-01-02,2024-02-16,379,>180 días,45305000.0,1572000.0,43733000.0,Castigada,Valparaíso
10219,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Valentina Soto,2023-02-23,2023-04-09,692,>180 días,7331000.0,2060000.0,5271000.0,Acuerdo de Pago,Metropolitana
10220,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Paola Muñoz,2023-03-07,2023-06-05,635,>180 días,1545000.0,65000.0,1480000.0,Castigada,Araucanía
10221,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Valentina Soto,2023-04-22,2023-07-21,589,>180 días,1784000.0,113000.0,1671000.0,Castigada,Metropolitana
10222,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,María González,2024-11-05,2025-01-04,56,31-60 días,616000.0,298000.0,318000.0,Acuerdo de Pago,Metropolitana
10223,C008,Corporación Educacional Norte,Educación,Mediana,Andrés Torres,2024-02-16,2024-05-16,289,>180 días,6805000.0,3394000.0,3411000.0,Acuerdo de Pago,Antofagasta
10224,C002,Supermercados Del Sur S.A.,Retail,Grande,María González,2023-03-24,2023-05-23,648,>180 días,42665000.0,3200000.0,39465000.0,Castigada,Valparaíso
10225,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Valentina Soto,2024-10-01,2024-11-30,91,91-180 días,13573000.0,2393000.0,11180000.0,Acuerdo de Pago,Araucanía
10226,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,María González,2024-04-09,2024-07-08,236,>180 días,7609000.0,50000.0,7559000.0,Castigada,Araucanía
10227,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Carlos Rojas,2023-08-09,2023-11-07,480,>180 días,1621000.0,71000.0,1550000.0,Castigada,Antofagasta
10228,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2024-04-09,2024-07-08,236,>180 días,35057000.0,638000.0,34419000.0,Castigada,Biobío
10229,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Carlos Rojas,2023-11-17,2024-01-16,410,>180 días,1183000.0,32000.0,1151000.0,Castigada,Antofagasta
10230,C002,Supermercados Del Sur S.A.,Retail,Grande,María González,2023-04-04,2023-05-04,667,>180 días,53300000.0,832000.0,52468000.0,Castigada,Biobío
10231,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2023-05-14,2023-06-13,627,>180 días,58698000.0,1303000.0,57395000.0,Castigada,Araucanía
10232,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2024-11-17,2024-12-17,74,61-90 días,22331000.0,3163000.0,19168000.0,Acuerdo de Pago,Metropolitana
10233,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Valentina Soto,2024-09-06,2024-11-05,116,91-180 días,3500000.0,683000.0,2817000.0,Acuerdo de Pago,Araucanía
10234,C004,Transportes Rápido Ltda.,Logística,Pequeña,María González,2023-06-08,2023-09-06,542,>180 días,2195000.0,188000.0,2007000.0,Castigada,Biobío
10235,C014,Hotel Costanera SpA,Turismo,Mediana,Paola Muñoz,2024-07-23,2024-09-21,161,91-180 días,6561000.0,1194000.0,5367000.0,Acuerdo de Pago,Araucanía
10236,C004,Transportes Rápido Ltda.,Logística,Pequeña,Paola Muñoz,2024-03-15,2024-04-14,321,>180 días,138000.0,1000.0,137000.0,Castigada,Metropolitana
10237,C003,Clínica Santa María SpA,Salud,Mediana,Paola Muñoz,2023-10-07,2023-12-06,451,>180 días,1371000.0,457000.0,914000.0,Acuerdo de Pago,Metropolitana
10238,C003,Clínica Santa María SpA,Salud,Mediana,María González,2023-05-27,2023-08-25,554,>180 días,13497000.0,461000.0,13036000.0,Castigada,Metropolitana
10239,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Andrés Torres,2024-06-27,2024-08-11,202,>180 días,1812000.0,49000.0,1763000.0,Castigada,Biobío
10240,C003,Clínica Santa María SpA,Salud,Mediana,Valentina Soto,2024-01-14,2024-03-14,352,>180 días,6732000.0,1848000.0,4884000.0,Acuerdo de Pago,Araucanía
10241,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2023-02-23,2023-04-09,692,>180 días,27085000.0,379000.0,26706000.0,Castigada,Metropolitana
10242,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Andrés Torres,2023-03-25,2023-05-24,647,>180 días,7824000.0,626000.0,7198000.0,Castigada,Antofagasta
10243,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Valentina Soto,2024-03-28,2024-06-26,248,>180 días,879000.0,48000.0,831000.0,Castigada,Metropolitana
10244,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2024-03-16,2024-04-15,320,>180 días,52511000.0,4384000.0,48127000.0,Castigada,Antofagasta
10245,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2024-11-14,2025-01-13,47,31-60 días,78830000.0,0.0,78830000.0,En Gestión,Araucanía
10246,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2023-01-08,2023-02-22,738,>180 días,25423000.0,299000.0,25124000.0,Castigada,Valparaíso
10247,C013,Seguros Continental S.A.,Seguros,Grande,María González,2023-09-19,2023-11-18,469,>180 días,48239000.0,3142000.0,45097000.0,Castigada,Antofagasta
10248,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Valentina Soto,2024-03-16,2024-04-30,305,>180 días,132000.0,2000.0,130000.0,Castigada,Valparaíso
10249,C009,Minera Altiplano S.A.,Minería,Grande,María González,2024-07-26,2024-09-24,158,91-180 días,72501000.0,24665000.0,47836000.0,Acuerdo de Pago,Antofagasta
10250,C001,Constructora Los Andes Ltda.,Construcción,Grande,Valentina Soto,2024-04-15,2024-05-15,290,>180 días,54878000.0,14680000.0,40198000.0,Acuerdo de Pago,Antofagasta
10251,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Andrés Torres,2024-02-19,2024-05-19,286,>180 días,236000.0,4000.0,232000.0,Castigada,Metropolitana
10252,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2023-06-25,2023-09-23,525,>180 días,60353000.0,11958000.0,48395000.0,Acuerdo de Pago,Metropolitana
10253,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Andrés Torres,2023-04-19,2023-06-03,637,>180 días,1131000.0,81000.0,1050000.0,Castigada,Araucanía
10254,C002,Supermercados Del Sur S.A.,Retail,Grande,Carlos Rojas,2024-02-10,2024-04-10,325,>180 días,27284000.0,9971000.0,17313000.0,Acuerdo de Pago,Biobío
10255,C013,Seguros Continental S.A.,Seguros,Grande,María González,2023-06-22,2023-07-22,588,>180 días,75262000.0,235000.0,75027000.0,Castigada,Araucanía
10256,C009,Minera Altiplano S.A.,Minería,Grande,Carlos Rojas,2023-07-18,2023-09-16,532,>180 días,24670000.0,1225000.0,23445000.0,Castigada,Valparaíso
10257,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2023-05-30,2023-07-29,581,>180 días,49763000.0,530000.0,49233000.0,Castigada,Valparaíso
10258,C013,Seguros Continental S.A.,Seguros,Grande,Carlos Rojas,2025-02-16,2025-03-18,0,0-30 días,10635000.0,0.0,10635000.0,Vigente,Antofagasta
10259,C008,Corporación Educacional Norte,Educación,Mediana,Valentina Soto,2025-02-11,2025-05-12,0,0-30 días,7088000.0,0.0,7088000.0,Vigente,Araucanía
10260,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2024-10-04,2024-12-03,88,61-90 días,66433000.0,0.0,66433000.0,En Gestión,Antofagasta
10261,C008,Corporación Educacional Norte,Educación,Mediana,Valentina Soto,2024-10-08,2024-12-07,84,61-90 días,9263000.0,0.0,9263000.0,Vencida,Metropolitana
10262,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2024-06-03,2024-07-03,241,>180 días,11869000.0,1128000.0,10741000.0,Castigada,Metropolitana
10263,C001,Constructora Los Andes Ltda.,Construcción,Grande,María González,2024-01-13,2024-03-13,353,>180 días,38450000.0,3356000.0,35094000.0,Castigada,Araucanía
10264,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Valentina Soto,2024-06-03,2024-09-01,181,>180 días,2010000.0,139000.0,1871000.0,Castigada,Metropolitana
10265,C008,Corporación Educacional Norte,Educación,Mediana,Andrés Torres,2024-08-08,2024-09-22,160,91-180 días,4495000.0,847000.0,3648000.0,Acuerdo de Pago,Araucanía
10266,C003,Clínica Santa María SpA,Salud,Mediana,Paola Muñoz,2023-03-05,2023-06-03,637,>180 días,14217000.0,1003000.0,13214000.0,Castigada,Metropolitana
10267,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2024-10-23,2024-12-07,84,61-90 días,74394000.0,0.0,74394000.0,En Gestión,Antofagasta
10268,C009,Minera Altiplano S.A.,Minería,Grande,Paola Muñoz,2024-06-19,2024-08-03,210,>180 días,73662000.0,2190000.0,71472000.0,Castigada,Antofagasta
10269,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2023-12-13,2024-01-12,414,>180 días,2838000.0,822000.0,2016000.0,Acuerdo de Pago,Metropolitana
10270,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2023-04-07,2023-07-06,604,>180 días,69653000.0,5774000.0,63879000.0,Castigada,Valparaíso
10271,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2023-03-25,2023-05-09,662,>180 días,7776000.0,1153000.0,6623000.0,Acuerdo de Pago,Antofagasta
10272,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2024-09-01,2024-10-01,151,91-180 días,10748000.0,4191000.0,6557000.0,Acuerdo de Pago,Biobío
10273,C014,Hotel Costanera SpA,Turismo,Mediana,Andrés Torres,2023-05-11,2023-06-10,630,>180 días,5414000.0,428000.0,4986000.0,Castigada,Araucanía
10274,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2023-01-19,2023-03-20,712,>180 días,28906000.0,1780000.0,27126000.0,Castigada,Biobío
10275,C013,Seguros Continental S.A.,Seguros,Grande,Carlos Rojas,2024-05-12,2024-06-26,248,>180 días,22472000.0,48000.0,22424000.0,Castigada,Valparaíso
10276,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2023-10-30,2023-11-29,458,>180 días,70603000.0,5640000.0,64963000.0,Castigada,Araucanía
10277,C001,Constructora Los Andes Ltda.,Construcción,Grande,Valentina Soto,2024-11-08,2025-01-07,53,31-60 días,79845000.0,0.0,79845000.0,Vencida,Valparaíso
10278,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Valentina Soto,2024-01-21,2024-03-06,360,>180 días,1920000.0,168000.0,1752000.0,Castigada,Valparaíso
10279,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Carlos Rojas,2024-03-24,2024-04-23,312,>180 días,1312000.0,55000.0,1257000.0,Castigada,Antofagasta
10280,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2023-10-19,2024-01-17,409,>180 días,420000.0,15000.0,405000.0,Castigada,Biobío
10281,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2024-04-25,2024-06-09,265,>180 días,26543000.0,112000.0,26431000.0,Castigada,Antofagasta
10282,C008,Corporación Educacional Norte,Educación,Mediana,Andrés Torres,2023-10-16,2024-01-14,412,>180 días,14828000.0,570000.0,14258000.0,Castigada,Valparaíso
10283,C014,Hotel Costanera SpA,Turismo,Mediana,María González,2023-07-24,2023-09-07,541,>180 días,4056000.0,1681000.0,2375000.0,Acuerdo de Pago,Antofagasta
10284,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2024-01-16,2024-02-15,380,>180 días,6846000.0,3272000.0,3574000.0,Acuerdo de Pago,Metropolitana
10285,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Valentina Soto,2023-03-27,2023-05-11,660,>180 días,9588000.0,950000.0,8638000.0,Castigada,Valparaíso
10286,C014,Hotel Costanera SpA,Turismo,Mediana,Carlos Rojas,2024-03-23,2024-04-22,313,>180 días,14198000.0,4871000.0,9327000.0,Acuerdo de Pago,Antofagasta
10287,C015,Servicios Generales del Sur,Servicios,Pequeña,Andrés Torres,2023-12-24,2024-01-23,403,>180 días,612000.0,13000.0,599000.0,Castigada,Araucanía
10288,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2023-08-30,2023-11-28,459,>180 días,18983000.0,2338000.0,16645000.0,Acuerdo de Pago,Valparaíso
10289,C001,Constructora Los Andes Ltda.,Construcción,Grande,Paola Muñoz,2023-11-23,2023-12-23,434,>180 días,77683000.0,38683000.0,39000000.0,Acuerdo de Pago,Valparaíso
10290,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2023-02-09,2023-04-10,691,>180 días,6547000.0,2477000.0,4070000.0,Acuerdo de Pago,Valparaíso
10291,C013,Seguros Continental S.A.,Seguros,Grande,Andrés Torres,2024-12-23,2025-03-23,0,0-30 días,16542000.0,0.0,16542000.0,Vigente,Araucanía
10292,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2023-03-23,2023-04-22,679,>180 días,21786000.0,1264000.0,20522000.0,Castigada,Araucanía
10293,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Paola Muñoz,2024-09-15,2024-12-14,77,61-90 días,870000.0,0.0,870000.0,En Gestión,Valparaíso
10294,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Valentina Soto,2023-05-05,2023-06-04,636,>180 días,13442000.0,1159000.0,12283000.0,Castigada,Antofagasta
10295,C002,Supermercados Del Sur S.A.,Retail,Grande,María González,2023-04-24,2023-07-23,587,>180 días,65714000.0,572000.0,65142000.0,Castigada,Araucanía
10296,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,María González,2023-09-05,2023-10-20,498,>180 días,853000.0,62000.0,791000.0,Castigada,Araucanía
10297,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2023-09-04,2023-12-03,454,>180 días,42191000.0,2883000.0,39308000.0,Castigada,Araucanía
10298,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2023-03-11,2023-04-10,691,>180 días,10710000.0,515000.0,10195000.0,Castigada,Metropolitana
10299,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2024-02-01,2024-04-01,334,>180 días,12546000.0,851000.0,11695000.0,Castigada,Biobío
10300,C013,Seguros Continental S.A.,Seguros,Grande,María González,2023-03-11,2023-05-10,661,>180 días,47430000.0,3782000.0,43648000.0,Castigada,Araucanía
10301,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Carlos Rojas,2025-02-13,2025-04-14,0,0-30 días,2615000.0,0.0,2615000.0,Vigente,Metropolitana
10302,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2024-07-13,2024-09-11,171,91-180 días,58127000.0,0.0,58127000.0,En Gestión,Antofagasta
10303,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,María González,2024-05-05,2024-06-19,255,>180 días,2283000.0,373000.0,1910000.0,Acuerdo de Pago,Antofagasta
10304,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2023-10-28,2023-12-12,445,>180 días,71065000.0,5869000.0,65196000.0,Castigada,Metropolitana
10305,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2023-11-14,2024-02-12,383,>180 días,14665000.0,2410000.0,12255000.0,Acuerdo de Pago,Antofagasta
10306,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,María González,2023-02-07,2023-03-24,708,>180 días,12650000.0,8000.0,12642000.0,Castigada,Biobío
10307,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2023-05-08,2023-07-07,603,>180 días,9637000.0,609000.0,9028000.0,Castigada,Antofagasta
10308,C015,Servicios Generales del Sur,Servicios,Pequeña,Andrés Torres,2024-01-31,2024-03-31,335,>180 días,1666000.0,686000.0,980000.0,Acuerdo de Pago,Antofagasta
